"Freq [GHz]","re(S(FloquetPort1,FloquetPort2)) []","im(S(FloquetPort1,FloquetPort2)) []"
1,0.989195693407682,-0.141884824421063
1.0005600224009,0.989183624579581,-0.141963731872061
1.00112004480179,0.989171549051647,-0.142042638404964
1.00168006720269,0.989159466823921,-0.142121544019284
1.00224008960358,0.989147377896444,-0.142200448714535
1.00280011200448,0.989135282269262,-0.142279352490199
1.00336013440538,0.989123179942418,-0.142358255345777
1.00392015680627,0.989111070915954,-0.142437157280772
1.00448017920717,0.989098955189917,-0.142516058294666
1.00504020160806,0.989086832764346,-0.142594958386968
1.00560022400896,0.989074703639287,-0.142673857557174
1.00616024640986,0.989062567814786,-0.142752755804759
1.00672026881075,0.989050425290883,-0.142831653129237
1.00728029121165,0.989038276067622,-0.142910549530109
1.00784031361254,0.989026120145049,-0.142989445006851
1.00840033601344,0.989013957523207,-0.14306833955896
1.00896035841434,0.989001788202137,-0.143147233185956
1.00952038081523,0.988989612181885,-0.143226125887309
1.01008040321613,0.988977429462493,-0.143305017662533
1.01064042561702,0.988965240044007,-0.143383908511105
1.01120044801792,0.988953043926468,-0.143462798432537
1.01176047041882,0.988940841109921,-0.143541687426318
1.01232049281971,0.98892863159441,-0.143620575491936
1.01288051522061,0.988916415379978,-0.1436994626289
1.0134405376215,0.988904192466668,-0.143778348836691
1.0140005600224,0.988891962854524,-0.143857234114821
1.0145605824233,0.98887972654359,-0.143936118462776
1.01512060482419,0.988867483533909,-0.144015001880046
1.01568062722509,0.988855233825524,-0.14409388436614
1.01624064962599,0.98884297741848,-0.144172765920547
1.01680067202688,0.988830714312818,-0.14425164654277
1.01736069442778,0.988818444508585,-0.144330526232289
1.01792071682867,0.988806168005822,-0.144409404988614
1.01848073922957,0.988793884804575,-0.144488282811228
1.01904076163047,0.988781594904885,-0.144567159699631
1.01960078403136,0.988769298306797,-0.144646035653327
1.02016080643226,0.988756995010354,-0.144724910671798
1.02072082883315,0.988744685015599,-0.144803784754552
1.02128085123405,0.988732368322578,-0.144882657901073
1.02184087363495,0.988720044931332,-0.144961530110861
1.02240089603584,0.988707714841904,-0.145040401383419
1.02296091843674,0.988695378054339,-0.145119271718244
1.02352094083763,0.988683034568684,-0.1451981411148
1.02408096323853,0.988670684384975,-0.145277009572629
1.02464098563943,0.988658327503262,-0.145355877091189
1.02520100804032,0.988645963923585,-0.145434743669997
1.02576103044122,0.988633593645987,-0.145513609308549
1.02632105284211,0.988621216670516,-0.145592474006325
1.02688107524301,0.988608832997211,-0.145671337762836
1.02744109764391,0.988596442626119,-0.145750200577555
1.0280011200448,0.988584045557281,-0.145829062449999
1.0285611424457,0.988571641790741,-0.145907923379665
1.02912116484659,0.988559231326544,-0.145986783366032
1.02968118724749,0.988546814164732,-0.146065642408612
1.03024120964839,0.988534390305349,-0.146144500506893
1.03080123204928,0.98852195974844,-0.146223357660361
1.03136125445018,0.988509522494046,-0.146302213868528
1.03192127685107,0.988497078542212,-0.146381069130887
1.03248129925197,0.988484627892984,-0.146459923446908
1.03304132165287,0.988472170546401,-0.146538776816121
1.03360134405376,0.988459706502508,-0.146617629238014
1.03416136645466,0.98844723576135,-0.146696480712069
1.03472138885555,0.988434758322972,-0.146775331237778
1.03528141125645,0.988422274187411,-0.146854180814671
1.03584143365735,0.988409783354718,-0.146933029442204
1.03640145605824,0.988397285824934,-0.147011877119892
1.03696147845914,0.988384781598102,-0.147090723847221
1.03752150086003,0.988372270674265,-0.147169569623697
1.03808152326093,0.98835975305347,-0.147248414448802
1.03864154566183,0.988347228735755,-0.147327258322055
1.03920156806272,0.988334697721171,-0.147406101242914
1.03976159046362,0.988322160009754,-0.147484943210916
1.04032161286451,0.988309615601553,-0.147563784225528
1.04088163526541,0.98829706449661,-0.147642624286249
1.04144165766631,0.988284506694969,-0.147721463392578
1.0420016800672,0.988271942196672,-0.147800301544019
1.0425617024681,0.988259371001764,-0.147879138740067
1.04312172486899,0.988246793110289,-0.147957974980203
1.04368174726989,0.988234208522291,-0.148036810263924
1.04424176967079,0.988221617237811,-0.148115644590745
1.04480179207168,0.988209019256897,-0.148194477960139
1.04536181447258,0.988196414579588,-0.148273310371621
1.04592183687348,0.988183803205933,-0.148352141824659
1.04648185927437,0.988171185135972,-0.148430972318772
1.04704188167527,0.988158560369749,-0.148509801853456
1.04760190407616,0.988145928907309,-0.14858863042819
1.04816192647706,0.988133290748694,-0.148667458042488
1.04872194887796,0.988120645893949,-0.148746284695835
1.04928197127885,0.988107994343119,-0.148825110387719
1.04984199367975,0.988095336096245,-0.148903935117651
1.05040201608064,0.988082671153372,-0.148982758885126
1.05096203848154,0.988069999514545,-0.149061581689625
1.05152206088244,0.988057321179807,-0.149140403530652
1.05208208328333,0.988044636149203,-0.149219224407691
1.05264210568423,0.988031944422774,-0.149298044320258
1.05320212808512,0.988019246000564,-0.149376863267844
1.05376215048602,0.98800654088262,-0.149455681249931
1.05432217288692,0.987993829068984,-0.149534498266023
1.05488219528781,0.987981110559699,-0.14961331431562
1.05544221768871,0.987968385354811,-0.149692129398204
1.0560022400896,0.987955653454365,-0.149770943513271
1.0565622624905,0.987942914858398,-0.149849756660346
1.0571222848914,0.987930169566961,-0.149928568838888
1.05768230729229,0.987917417580094,-0.150007380048411
1.05824232969319,0.987904658897845,-0.1500861902884
1.05880235209408,0.987891893520253,-0.150164999558363
1.05936237449498,0.987879121447366,-0.150243807857781
1.05992239689588,0.987866342679224,-0.150322615186173
1.06048241929677,0.987853557215876,-0.150401421543008
